Exoplanet,Host star,a,Ds,Dp,Diameter of planet in terms of Earth's diameter,Diameter of star in terms of Sun's diameter,Ds/Dp,d/Ds
Kepler-975 b,Kepler-975,,1.891,0.8,1.891,0.8,46.16609946,0
Kepler-975 b,Kepler-975,,,0.81,0,0.81,#DIV/0!,0
Kepler-975 b,Kepler-975,0.0303,3.35,1.67,3.35,1.67,54.39968549,1.949901662
Kepler-976 b,Kepler-976,,,0.9,0,0.9,#DIV/0!,0
Kepler-976 b,Kepler-976,,3.96,0.83,3.96,0.83,22.87218374,0
Kepler-976 b,Kepler-976,0.4209,3.81,0.8,3.81,0.8,22.91341052,56.54256304
Kepler-976 b,Kepler-976,0.4209,3.81,0.8,3.81,0.8,22.91341052,56.54256304
Kepler-976 b,Kepler-976,0.4209,3.81,0.8,3.81,0.8,22.91341052,56.54256304
Kepler-976 b,Kepler-976,0.4217,3.79,0.8,3.79,0.8,23.03432561,56.65003287
Kepler-976 b,Kepler-976,,,0.9,0,0.9,#DIV/0!,0
Kepler-976 b,Kepler-976,,3.844,0.81,3.844,0.81,22.99462676,0
Kepler-976 b,Kepler-976,0.413,3.74,0.73,3.74,0.73,21.29982242,60.801423
Kepler-976 b,Kepler-976,,,0.9,0,0.9,#DIV/0!,0
Kepler-977 b,Kepler-977,0.162,2.76,0.87,2.76,0.87,34.39813489,20.01162307
Kepler-977 b,Kepler-977,0.162,2.76,0.87,2.76,0.87,34.39813489,20.01162307
Kepler-977 b,Kepler-977,,2.62,0.83,2.62,0.83,34.57017084,0
Kepler-977 b,Kepler-977,,,0.72,0,0.72,#DIV/0!,0
Kepler-977 b,Kepler-977,,,0.72,0,0.72,#DIV/0!,0
Kepler-977 b,Kepler-977,0.162,2.65,0.87,2.65,0.87,35.825982,20.01162307
Kepler-977 b,Kepler-977,,,0.72,0,0.72,#DIV/0!,0
Kepler-977 b,Kepler-977,0.162,2.76,0.87,2.76,0.87,34.39813489,20.01162307
Kepler-977 b,Kepler-977,0.163,2.6,0.85,2.6,0.85,35.67551921,20.60891988
Kepler-977 b,Kepler-977,,2.17,0.71,2.17,0.71,35.70453156,0
Kepler-978 b,Kepler-978,0.2682,2.75,1.02,2.75,1.02,40.47549816,28.2582429
Kepler-978 b,Kepler-978,0.2682,2.75,1.02,2.75,1.02,40.47549816,28.2582429
Kepler-978 b,Kepler-978,0.2682,2.75,1.02,2.75,1.02,40.47549816,28.2582429
Kepler-978 b,Kepler-978,,2.99,1.09,2.99,1.09,39.78139738,0
Kepler-978 b,Kepler-978,0.275,2.4,1.06,2.4,1.06,48.19692694,27.88132319
Kepler-978 b,Kepler-978,,,1.09,0,1.09,#DIV/0!,0
Kepler-978 b,Kepler-978,,,1.09,0,1.09,#DIV/0!,0
Kepler-978 b,Kepler-978,0.2726,3.33,1.18,3.33,1.18,38.66896059,24.82735169
Kepler-979 b,Kepler-979,,2.72,0.83,2.72,0.83,33.29920868,0
Kepler-979 b,Kepler-979,0.074,2.4,0.71,2.4,0.71,32.28284729,11.20108062
Kepler-979 b,Kepler-979,,,0.86,0,0.86,#DIV/0!,0
Kepler-979 b,Kepler-979,0.0753,2.94,0.87,2.94,0.87,32.29212663,9.30169887
Kepler-979 b,Kepler-979,,2.681,0.8,2.681,0.8,32.56251178,0
Kepler-979 b,Kepler-979,,,0.86,0,0.86,#DIV/0!,0
Kepler-979 b,Kepler-979,0.0743,2.51,0.76,2.51,0.76,33.04186827,10.50658972
Kepler-979 b,Kepler-979,0.0743,2.51,0.76,2.51,0.76,33.04186827,10.50658972
Kepler-979 b,Kepler-979,,,0.86,0,0.86,#DIV/0!,0
Kepler-979 b,Kepler-979,0.0743,2.51,0.76,2.51,0.76,33.04186827,10.50658972
Kepler-98 b,Kepler-98,,,0.94,0,0.94,#DIV/0!,0
Kepler-98 b,Kepler-98,0.0256,1.88,1.09,1.88,1.09,63.26935009,2.524062006
Kepler-98 b,Kepler-98,0.026,1.82,0.89,1.82,0.89,53.36338168,3.139567997
Kepler-98 b,Kepler-98,,,0.94,0,0.94,#DIV/0!,0
Kepler-98 b,Kepler-98,,1.99,1.11,1.99,1.11,60.86878418,0
Kepler-98 b,Kepler-98,,1.581,0.92,1.581,0.92,63.50101719,0
Kepler-98 b,Kepler-98,0.026,1.98,1.11,1.98,1.11,61.17620229,2.517311277
Kepler-98 b,Kepler-98,,,0.94,0,0.94,#DIV/0!,0
Kepler-98 b,Kepler-98,,2.11,1.02,2.11,1.02,52.75242651,0
Kepler-98 b,Kepler-98,0.026,1.82,0.89,1.82,0.89,53.36338168,3.139567997
Kepler-98 b,Kepler-98,0.026,1.82,0.89,1.82,0.89,53.36338168,3.139567997
Kepler-980 b,Kepler-980,0.1005,2.17,1.06,2.17,1.06,53.30535698,10.18935629
Kepler-980 b,Kepler-980,0.0974,2.05,0.83,2.05,0.83,44.18236468,12.61151953
Kepler-980 b,Kepler-980,,,1.34,0,1.34,#DIV/0!,0
Kepler-980 b,Kepler-980,,2.641,1.29,2.641,1.29,53.30231037,0
Kepler-980 b,Kepler-980,,,1.34,0,1.34,#DIV/0!,0
Kepler-980 b,Kepler-980,,,1.34,0,1.34,#DIV/0!,0
Kepler-980 b,Kepler-980,,2.67,1.06,2.67,1.06,43.32308039,0
Kepler-980 b,Kepler-980,0.0974,2.05,0.83,2.05,0.83,44.18236468,12.61151953
Kepler-980 b,Kepler-980,0.101,2.15,0.91,2.15,0.91,46.18784047,11.92796987
Kepler-980 b,Kepler-980,0.0974,2.05,0.83,2.05,0.83,44.18236468,12.61151953
Kepler-981 b,Kepler-981,,,0.96,0,0.96,#DIV/0!,0
Kepler-981 b,Kepler-981,0.0535,2.27,0.93,2.27,0.93,44.7076473,6.18240406
Kepler-981 b,Kepler-981,0.0535,2.27,0.93,2.27,0.93,44.7076473,6.18240406
Kepler-981 b,Kepler-981,0.0535,2.27,0.93,2.27,0.93,44.7076473,6.18240406
Kepler-981 b,Kepler-981,,2.217,0.92,2.217,0.92,45.28421659,0
Kepler-981 b,Kepler-981,,,0.96,0,0.96,#DIV/0!,0
Kepler-981 b,Kepler-981,0.054,2.3,0.93,2.3,0.93,44.12450407,6.240183537
Kepler-981 b,Kepler-981,,,0.96,0,0.96,#DIV/0!,0
Kepler-981 b,Kepler-981,0.0535,2.26,0.93,2.26,0.93,44.90546874,6.18240406
Kepler-981 b,Kepler-981,,2.31,0.96,2.31,0.96,45.35069822,0
Kepler-982 b,Kepler-982,,2.599,1.46,2.599,1.46,61.30152816,0
Kepler-982 b,Kepler-982,,,1.42,0,1.42,#DIV/0!,0
Kepler-982 b,Kepler-982,0.1291,2.72,1.53,2.72,1.53,61.38287865,9.068205713
Kepler-982 b,Kepler-982,0.1287,2.87,1.61,2.87,1.61,61.21652938,8.590911062
Kepler-982 b,Kepler-982,,2.25,1.29,2.25,1.29,62.56506742,0
Kepler-982 b,Kepler-982,0.1287,2.87,1.61,2.87,1.61,61.21652938,8.590911062
Kepler-982 b,Kepler-982,,,1.42,0,1.42,#DIV/0!,0
Kepler-982 b,Kepler-982,0.124,2.43,1.04,2.43,1.04,46.70375403,12.81371021
Kepler-982 b,Kepler-982,0.1287,2.87,1.61,2.87,1.61,61.21652938,8.590911062
Kepler-982 b,Kepler-982,,,1.42,0,1.42,#DIV/0!,0
Kepler-983 b,Kepler-983,,2.36,1.08,2.36,1.08,49.93861314,0
Kepler-983 b,Kepler-983,0.3061,2.19,0.99,2.19,0.99,49.33053261,33.22880225
Kepler-983 b,Kepler-983,0.3061,2.19,0.99,2.19,0.99,49.33053261,33.22880225
Kepler-983 b,Kepler-983,,,,0,0,#DIV/0!,#DIV/0!
Kepler-983 b,Kepler-983,,,,0,0,#DIV/0!,#DIV/0!
Kepler-983 b,Kepler-983,0.3148,2.4,1.05,2.4,1.05,47.74223895,32.22047783
Kepler-983 b,Kepler-983,,,,0,0,#DIV/0!,#DIV/0!
Kepler-983 b,Kepler-983,0.3061,2.19,0.99,2.19,0.99,49.33053261,33.22880225
Kepler-983 b,Kepler-983,,3.687,1.61,3.687,1.61,47.65159732,0
Kepler-983 b,Kepler-983,0.31,2.12,1.02,2.12,1.02,52.50359431,32.66239858
Kepler-984 b,Kepler-984,0.232,3.14,1.33,3.14,1.33,46.22178548,18.74661654
Kepler-984 b,Kepler-984,,,0.94,0,0.94,#DIV/0!,0
Kepler-984 b,Kepler-984,0.2327,2.5,0.91,2.5,0.91,39.7215428,27.4815702
Kepler-984 b,Kepler-984,,,0.94,0,0.94,#DIV/0!,0
Kepler-984 b,Kepler-984,0.2364,3.01,1.34,3.01,1.34,48.58061713,18.95960242
Kepler-984 b,Kepler-984,0.2364,3.01,1.34,3.01,1.34,48.58061713,18.95960242
Kepler-984 b,Kepler-984,,2.12,0.93,2.12,0.93,47.87092423,0
Kepler-984 b,Kepler-984,,2.54,0.93,2.54,0.93,39.95525959,0
Kepler-984 b,Kepler-984,0.2364,3.01,1.34,3.01,1.34,48.58061713,18.95960242
Kepler-985 b,Kepler-985,0.4636,3.53,1,3.53,1,30.91363105,49.82301207
Kepler-985 b,Kepler-985,0.45,4.2,0.94,4.2,0.94,24.4232406,51.44832172
Kepler-985 b,Kepler-985,0.4636,3.53,1,3.53,1,30.91363105,49.82301207
Kepler-985 b,Kepler-985,,2.98,0.85,2.98,0.85,31.12629193,0
Kepler-985 b,Kepler-985,,,0.81,0,0.81,#DIV/0!,0
Kepler-985 b,Kepler-985,,,0.81,0,0.81,#DIV/0!,0
Kepler-985 b,Kepler-985,,,0.81,0,0.81,#DIV/0!,0
Kepler-985 b,Kepler-985,0.4636,3.53,1,3.53,1,30.91363105,49.82301207
Kepler-985 b,Kepler-985,0.4451,3.26,0.83,3.26,0.83,27.78338883,57.63231356
Kepler-986 b,Kepler-986,0.283,2.3,0.85,2.3,0.85,40.32884781,35.78113083
Kepler-986 b,Kepler-986,0.2863,2.09,0.88,2.09,0.88,45.94741793,34.96433141
Kepler-986 b,Kepler-986,,,1.04,0,1.04,#DIV/0!,0
Kepler-986 b,Kepler-986,0.2863,2.09,0.88,2.09,0.88,45.94741793,34.96433141
Kepler-986 b,Kepler-986,,2.285,0.96,2.285,0.96,45.84687654,0
Kepler-986 b,Kepler-986,0.276,2.37,1,2.37,1,46.04435341,29.66167241
Kepler-986 b,Kepler-986,,,1.04,0,1.04,#DIV/0!,0
Kepler-986 b,Kepler-986,,,1.04,0,1.04,#DIV/0!,0
Kepler-986 b,Kepler-986,,2.36,0.98,2.36,0.98,45.31466747,0
Kepler-986 b,Kepler-986,0.2863,2.09,0.88,2.09,0.88,45.94741793,34.96433141
Kepler-987 b,Kepler-987,0.4445,3.54,0.97,3.54,0.97,29.90151527,49.24777151
Kepler-987 b,Kepler-987,0.4445,3.54,0.97,3.54,0.97,29.90151527,49.24777151
Kepler-987 b,Kepler-987,0.442,3.9,0.93,3.9,0.93,26.02214343,51.07705784
Kepler-987 b,Kepler-987,,,0.87,0,0.87,#DIV/0!,0
Kepler-987 b,Kepler-987,,,0.87,0,0.87,#DIV/0!,0
Kepler-987 b,Kepler-987,0.4238,3.18,0.88,3.18,0.88,30.19814575,51.75649197
Kepler-987 b,Kepler-987,,3.297,0.91,3.297,0.91,30.11945921,0
Kepler-987 b,Kepler-987,,,0.87,0,0.87,#DIV/0!,0
Kepler-987 b,Kepler-987,,3.26,0.91,3.26,0.91,30.46130583,0
Kepler-987 b,Kepler-987,0.4445,3.54,0.97,3.54,0.97,29.90151527,49.24777151
Kepler-988 b,Kepler-988,,,0.64,0,0.64,#DIV/0!,0
Kepler-988 b,Kepler-988,0.1085,1.93,0.52,1.93,0.52,29.40158609,22.42399287
Kepler-988 b,Kepler-988,,,0.64,0,0.64,#DIV/0!,0
Kepler-988 b,Kepler-988,0.11,2.17,0.56,2.17,0.56,28.16132067,21.1101447
Kepler-988 b,Kepler-988,0.11,2.17,0.56,2.17,0.56,28.16132067,21.1101447
Kepler-988 b,Kepler-988,,2.373,0.63,2.373,0.63,28.97127016,0
Kepler-988 b,Kepler-988,0.11,2.17,0.56,2.17,0.56,28.16132067,21.1101447
Kepler-988 b,Kepler-988,0.11,2.04,0.53,2.04,0.53,28.35113349,22.30505856
Kepler-988 b,Kepler-988,,2.07,0.53,2.07,0.53,27.9402475,0
Kepler-989 b,Kepler-989,0.071,2.2,0.76,2.2,0.76,37.6977679,10.03994442
Kepler-989 b,Kepler-989,,,0.83,0,0.83,#DIV/0!,0
Kepler-989 b,Kepler-989,,,0.83,0,0.83,#DIV/0!,0
Kepler-989 b,Kepler-989,0.0734,2.44,0.91,2.44,0.91,40.69830205,8.668445434
Kepler-989 b,Kepler-989,,2.21,0.78,2.21,0.78,38.51474739,0
Kepler-989 b,Kepler-989,0.0734,2.56,0.91,2.56,0.91,38.79056914,8.668445434
Kepler-989 b,Kepler-989,0.0734,2.56,0.91,2.56,0.91,38.79056914,8.668445434
Kepler-989 b,Kepler-989,,2.106,0.79,2.106,0.79,40.93487317,0
Kepler-989 b,Kepler-989,0.0734,2.56,0.91,2.56,0.91,38.79056914,8.668445434
Kepler-989 b,Kepler-989,,,0.83,0,0.83,#DIV/0!,0
Kepler-99 b,Kepler-99,,1.81,0.75,1.81,0.75,45.21759016,0
Kepler-99 b,Kepler-99,,1.511,0.74,1.511,0.74,53.44314164,0
Kepler-99 b,Kepler-99,0.0492,1.88,0.77,1.88,0.77,44.69486199,6.866903269
Kepler-99 b,Kepler-99,0.0492,1.88,0.77,1.88,0.77,44.69486199,6.866903269
Kepler-99 b,Kepler-99,0.05,1.57,0.73,1.57,0.73,50.73970436,7.360947095
Kepler-99 b,Kepler-99,,,0.75,0,0.75,#DIV/0!,0
Kepler-99 b,Kepler-99,,,0.75,0,0.75,#DIV/0!,0
Kepler-99 b,Kepler-99,0.0492,1.88,0.77,1.88,0.77,44.69486199,6.866903269
Kepler-99 b,Kepler-99,,,0.75,0,0.75,#DIV/0!,0
Kepler-99 b,Kepler-99,,1.48,0.73,1.48,0.73,53.82522692,0
Kepler-99 b,Kepler-99,0.0503,1.51,0.74,1.51,0.74,53.47853445,7.305043686
Kepler-990 b,Kepler-990,,,1.03,0,1.03,#DIV/0!,0
Kepler-990 b,Kepler-990,0.089,2.25,0.93,2.25,0.93,45.1050486,10.28474694
Kepler-990 b,Kepler-990,0.089,2.25,0.93,2.25,0.93,45.1050486,10.28474694
Kepler-990 b,Kepler-990,0.0883,2.85,1.21,2.85,1.21,46.33031308,7.842632873
Kepler-990 b,Kepler-990,,,1.03,0,1.03,#DIV/0!,0
Kepler-990 b,Kepler-990,0.091,2.1,0.96,2.1,0.96,49.88576804,10.18724407
Kepler-990 b,Kepler-990,,,1.03,0,1.03,#DIV/0!,0
Kepler-990 b,Kepler-990,0.089,2.25,0.93,2.25,0.93,45.1050486,10.28474694
Kepler-990 b,Kepler-990,,2.6,1.08,2.6,1.08,45.328895,0
Kepler-990 c,Kepler-990,0.0127,1.67,1.21,1.67,1.21,79.06670197,1.127989099
Kepler-990 c,Kepler-990,0.0128,1.31,0.93,1.31,0.93,77.47050333,1.479154616
Kepler-990 c,Kepler-990,0.0128,1.31,0.93,1.31,0.93,77.47050333,1.479154616
Kepler-990 c,Kepler-990,,,1.03,0,1.03,#DIV/0!,0
Kepler-990 c,Kepler-990,,1.53,1.08,1.53,1.08,77.02949477,0
Kepler-990 c,Kepler-990,0.0128,1.31,0.93,1.31,0.93,77.47050333,1.479154616
Kepler-990 c,Kepler-990,,,1.03,0,1.03,#DIV/0!,0
Kepler-991 b,Kepler-991,,,0.66,0,0.66,#DIV/0!,0
Kepler-991 b,Kepler-991,0.3067,2.29,0.56,2.29,0.56,26.68561828,58.85892164
Kepler-991 b,Kepler-991,0.3067,2.29,0.56,2.29,0.56,26.68561828,58.85892164
Kepler-991 b,Kepler-991,0.3067,2.29,0.56,2.29,0.56,26.68561828,58.85892164
Kepler-991 b,Kepler-991,,,0.66,0,0.66,#DIV/0!,0
Kepler-991 b,Kepler-991,0.316,2.73,0.59,2.73,0.59,23.58381662,57.56011105
Kepler-991 b,Kepler-991,,2.744,0.65,2.744,0.65,25.84960876,0
Kepler-991 b,Kepler-991,0.3104,2.45,0.58,2.45,0.58,25.83370131,57.51488704
Kepler-991 b,Kepler-991,,2.54,0.61,2.54,0.61,26.20721328,0
Kepler-992 b,Kepler-992,,,0.76,0,0.76,#DIV/0!,0
Kepler-992 b,Kepler-992,,1.744,0.72,1.744,0.72,45.05165405,0
Kepler-992 b,Kepler-992,0.1423,3.78,1.71,3.78,1.71,49.36612462,8.943249395
Kepler-992 b,Kepler-992,,,0.76,0,0.76,#DIV/0!,0
Kepler-992 b,Kepler-992,,1.62,0.74,1.62,0.74,49.84727594,0
Kepler-992 b,Kepler-992,0.141,3.79,2.1,3.79,2.1,60.46510473,7.215831281
